school_id,school_name,city,country,curriculum,savings_potential_single_usd,academic_score,careers_page_url,website_url,group_operator,region
"FLIS0180","International School of Turin","Turin","Italy","IB","750","7.8","https://www.istorin.it/careers","https://www.istorin.it","Independent Non-Profit",""
"FLIS0181","International School of Genoa","Genoa","Italy","IB","700","7.5","https://www.isgenoa.it/careers","https://www.isgenoa.it","Independent Non-Profit",""
"FLIS0182","St. Paul's School Brazil","Sao Paulo","Brazil","UK/IB","","8.9","https://www.stpauls.br/careers","https://www.stpauls.br","",""
"FLIS0183","British School Rio de Janeiro","Rio","Brazil","UK/IB","","8.5","https://www.britishschool.g12.br/careers","https://www.britishschool.g12.br","",""
"FLIS0184","Graded School Sao Paulo","Sao Paulo","Brazil","US/IB","","8.8","https://www.graded.br/employment","https://www.graded.br","",""
"FLIS0185","Northlands School Argentina","B. Aires","Argentina","UK/IB","","8.2","https://www.northlands.edu.ar/en/job-opportunities/","https://www.northlands.edu.ar","",""
"FLIS0186","Markham College Peru","Lima","Peru","UK/IB","","8.5","https://www.markham.edu.pe/careers","https://www.markham.edu.pe","",""
"FLIS0187","Sultans School","Muscat","Oman","IB (PYP, MYP, DP)","","8.6","https://sultansschool.org/careers/","https://sultansschool.org","",""
"FLIS0188","Parklane International School","Prague","Czechia","IGCSE / IB DP","","8.6","https://www.parklane-is.com/careers","https://www.parklane-is.com","",""
"FLIS0189","American British Academy","Muscat","Oman","Cambridge (iGCSE), Omani Ministry, IBDP","","8.1","https://www.abaoman.org/join-our-team","https://www.abaoman.org","",""
"FLIS0190","St. Gilgen International School","St. Gilgen","Austria","IB","","8.1","https://www.stgis.at/careers","https://www.stgis.at","Cognita",""
"FLIS0191","International Christian School of Vienna","Vienna","Austria","US Common Core & IB DP","","7.9","https://www.icsv.at/vacancies","https://www.icsv.at","",""
"FLIS0192","International School Carinthia","Velden","Austria","IB","","7.5","https://isc.ac.at/we-are-isc/career/","https://isc.ac.at/we-are-isc/career/","",""
"FLIS0193","International School Innsbruck","Innsbruck","Austria","IB","","7.4","https://www.innsbruck-iis.at","https://www.innsbruck-iis.at","",""
"FLIS0194","Lower Austrian International School","St. Pölten","Austria","IB","","7.2","https://www.lais.at","https://www.lais.at","",""
"FLIS0195","Linz International School Auhof (LISA)","Linz","Austria","IB","","8.2","https://lisa.europagym.at/careers-lisa/","https://lisa.europagym.at","",""
"FLIS0196","SALIS - Salzburg International School","Salzburg","Austria","IB","","8.0","https://salis.salzburg.at","https://salis.salzburg.at","",""
"FLIS0197","Schloss Krumbach International School","Krumbach","Austria","UK, IBDP","","7.8","https://join.com/companies/krumbach","https://join.com/companies/krumbach","",""
"FLIS0198","Vienna International School","Vienna","Austria","IB","","8.8","https://www.vis.ac.at/work-at-vis/current-vacancies","https://www.vis.ac.at/work-at-vis/current-vacancies","",""
"FLIS0199","Arabian Pearl Gulf School","Manama","Bahrain","UK/ IB","","7.6","https://apgschool.com/careers/","https://apgschool.com","",""
"FLIS0200","American School of Bahrain","Manama","Bahrain","US / IB","","8.4","https://www.asb.bh/about/careers","https://www.asb.bh","",""
"FLIS0201","Bahrain Bayan School","Juffair","Bahrain","US / IB","","8.2","https://www.bayanschool.edu.bh/page/view/92","https://www.bayanschool.edu.bh/page/view/92","",""
"FLIS0202","UWC Costa Rica","San José","Costa Rica","IB","","8.2","https://uwccostarica.org/work-with-us/","https://uwccostarica.org","UWC",""
"FLIS0203","Naseem International School","Riffa","Bahrain","IB","","8.0","https://nisbah.edu.bh/employee/","https://nisbah.edu.bh","",""
"FLIS0204","Tenby International School Setia Eco Park","Shah Alam","Malaysia","British / IB","","8.1","https://tenby.edu.my/setia-eco-park/work-with-us/","https://tenby.edu.my/setia-eco-park/","ISP",""
"FLIS0205","Nibras International School","Dubai","United Arab Emirates","American","1900","8.0","https://nisdubai.ae/careers/","https://nisdubai.ae","ISP",""
"FLIS0206","ICS Milan International School","Milan","Italy","IB","450","8.2","https://icsmilan.com/work-with-us/","https://icsmilan.com","Globeducate",""
"FLIS0207","Agora Sant Cugat International School","Barcelona","Spain","IB / Spanish","150","8.3","https://santcugat.agorainternationalschool.es/en/work-with-us","https://agorasantcugat.edu.es","Globeducate",""
"FLIS0208","Nobel Algarve British International School","Lagoa","Portugal","British","900","8.0","https://nobelalgarve.schoolrecruiter.com","https://nobelalgarve.com","Globeducate",""
"FLIS0209","St Christopher's School","Isa Town","Bahrain","UK","","8.7","https://www.st-chris.net/working-with-us","https://st-chris.schoolrecruiter.com/","Direct",""
"FLIS0210","Antwerp International School","Ekeren","Belgium","IB","","8.4","https://isbedu.be/careers-with-isbe","https://isbedu.be","Direct",""
"FLIS0211","BEPS International School","Brussels","Belgium","IB","","7.8","https://www.beps.com/about/join-our-team/","https://www.beps.com","Direct",""
"FLIS0212","Bogaerts International School","Brussels","Belgium","IB","","7.6","https://www.bischool.com/careers/vacancies","https://www.bis-school.com","Direct",""
"FLIS0213","British Junior Academy of Brussels","Brussels","Belgium","UK","","7.8","https://www.bjab.org/our-community/work-with-us","https://www.bjab.org/our-community/work-with-us#vacancies","Direct",""
"FLIS0214","European School of Bruxelles-Argenteuil","Waterloo","Belgium","IB / UK","","8.1","https://www.europeanschool.be/career/","https://www.esi-argenteuil.be","",""
"FLIS0215","International Montessori School","Tervuren","Belgium","US","","7.5","https://www.montessori-brussels.org/about-us/careers/","https://www.montessori-brussels.org","",""
"FLIS0216","International School Ghent vzw","Ghent","Belgium","UK","","7.4","https://isg-ghent.org/our-vacancies/","https://www.isgnt.be","",""
"FLIS0217","International School of Belgium","Antwerp","Belgium","UK","","7.5","https://isbedu.be/careers-with-isbe/","https://www.isb.be","",""
"FLIS0218","International School of Flanders Waterloo","Waterloo","Belgium","UK / IB","","7.9","https://www.isfwaterloo.org/302/job-opportunities","https://www.isfwaterloo.org","",""
"FLIS0219","International School of Flanders RHSG","Rhode-Saint-Genèse","Belgium","UK / IB","","7.8","https://isftervuren.org/788/job-opportunities","https://www.isfwaterloo.org","",""
"FLIS0220","Montgomery International School","Brussels","Belgium","IB","","7.7","https://www.mischool.be/nav-footer-links/career","https://www.mischool.be/nav-footer-links/career","",""
"FLIS0221","Azerbaijan British College","Baku","Azerbaijan","UK","","7.2","https://abc.edu.az/accreditation-inspections","https://abc.edu.az","",""
"FLIS0222","Baku International School","Baku","Azerbaijan","US Curriculum, Advanced Placement (AP)","30% - 50% ($14,000 - $24,000 USD / yr)","7.5","https://www.qsi.org/careers","https://baku.qsi.org","",""
"FLIS0223","Baku Oxford School","Baku","Azerbaijan","UK","","7.0","https://www.bakuoxfordschool.com/employment","https://www.bakuoxfordschool.com","",""
"FLIS0224","Khazar University Dunya IB School","Baku","Azerbaijan","IB (PYP, MYP, DP)","","7.2","https://khazar.org/en/item/510","https://dunya.khazar.org","",""
"FLIS0225","Modern Educational Complex Named in Honor of Heydar Aliyev","Baku","Azerbaijan","UK","","7.0","https://www.mtk.edu.az/en/vacancies","https://mtk.edu.az/az/vacancies","",""
"FLIS0226","The International School of Azerbaijan","Baku","Azerbaijan","IB (PYP, MYP, DP)","","8.5","https://www.tisa.az/careers","https://www.tisa.az/about-us/working-at-tisa/","",""
"FLIS0227","EIB Paris International School","Paris","France","French / IGCSE / IB DP","","8.5","https://eibparis.schoolrecruiter.com","https://www.eibparis.com","Globeducate",""
"FLIS0228","ICS Paris International School","Paris","France","IB Continuum (PYP, MYP, DP)","","8.6","https://icsparis.schoolrecruiter.com","https://www.icsparis.fr","Globeducate",""
"FLIS0229","PASCAL International Education Cyprus","Limassol","Cyprus","IB DP / Cambridge / Apolytirion","55","7.9","https://pascal.schoolrecruiter.com/","https://www.pascal.ac.cy","Globeducate",""
"FLIS0230","Agora Madrid International School","Villaviciosa de Odón, Madrid","Spain","Spanish / IB Continuum","","8.5","https://madrid.agorainternationalschool.es/en/work-with-us","https://madrid.agorainternationalschool.es","Globeducate",""
"FLIS0231","Cambridge House British International School","Rocafort, Valencia","Spain","UK National / IGCSE / A-Levels / BTEC","","8.4","https://cambridgehouse.schoolrecruiter.com","https://cambridgehouse.es","Globeducate",""
"FLIS0232","UWC East Africa","Moshi & Arusha","Tanzania","IB","","","https://employ.uwcea.org","","","East Africa"
"FLIS0233","Riffa Views International School","Riffa","Bahrain","IB & US Curriculum","","8.3","https://www.rvis.edu.bh/careers","https://www.rvis.edu.bh/","",""
"FLIS0234","Malvern College Hong Kong","Hong Kong","Hong Kong SAR","IB (PYP, MYP, DP)","","9.1","https://malverncollege.org.hk/staff-and-management/work-with-us/","https://malverncollege.org.hk","Malvern College",""
"FLIS0235","Malvern College Pre-School HK (Island West)","Hong Kong","Hong Kong SAR","EYFS & Reggio Emilia","","8.8","https://www.malvernpreschool.hk/careers/","https://malvernpreschool.hk","Malvern College",""
"FLIS0236","Malvern College Pre-School HK (Coronation Circle)","Hong Kong","Hong Kong SAR","EYFS & Reggio Emilia","","8.8","https://www.malvernpreschool.hk/careers/","https://malvernpreschool.hk","Malvern College",""
"FLIS0237","Malvern College Qingdao","Qingdao","China","UK Curriculum, IGCSE, A-Levels, AP","","8.6","https://malverncollegeinternational.org/work-with-us/","https://malverncollegeqd.com","Malvern College",""
"FLIS0238","Malvern College Chengdu","Chengdu","China","UK Curriculum, IGCSE, A-Levels","","8.5","https://www.malvernchengdu.cn/en/careers/","https://malvernchengdu.cn","Malvern College",""
"FLIS0239","Malvern College Riyadh","Riyadh","Saudi Arabia","UK National Curriculum, IGCSE, A-Levels","","8.7","https://malverncollegeinternational.org/work-with-us/","https://malverncollegeryadh.com","Malvern College",""
"FLIS0240","Malvern College São Paulo","São Paulo","Brazil","UK Curriculum, IB Diploma Framework","","8.5","https://malverncollegeinternational.org/work-with-us/","https://malverncollegesaopaulo.com.br","Malvern College",""
"FLIS0241","St. George's College","Buenos Aires","Argentina","UK National Curriculum, IGCSE, IB DP","","8.8","https://www.stgeorges.edu.ar/en/work-with-us","https://www.stgeorges.edu.ar","",""
"FLIS0242","St. Andrew's Scots School","Buenos Aires","Argentina","IB PYP, IB DP, Argentine National","","9.0","https://www.sanandres.esc.edu.ar/work-with-us","https://www.sanandres.esc.edu.ar","",""
"FLIS0243","American International School in Cyprus","Nicosia","Cyprus","US / IB DP","1145","8.4","https://www.aisc.ac.cy/about-us/careers","https://www.aisc.ac.cy","",""
"FLIS0244","The English School Nicosia","Nicosia","Cyprus","British / IGCSE / A-Levels","1090","8.8","https://www.englishschool.ac.cy/department/careers-university-entry","https://www.englishschool.ac.cy","",""
"FLIS0245","The Island Private School","Limassol","Cyprus","IB Continuum / Waldorf Inspired","300","8.0","https://isl.cy/careers","https://isl.cy","",""
"FLIS0246","Foley's School","Limassol","Cyprus","British / IGCSE / A-Levels","435","8.3","https://foleysschool.com/vacancies","https://foleysschool.com","",""
"FLIS0247","The Heritage Private School","Limassol","Cyprus","British / Cambridge / IGCSE / A-Levels","163","8.1","https://www.carierista.com/en/partners/5162/the-heritage-private-school-ltd","https://heritageschool.ac.cy","",""
"FLIS0248","International School of Paphos","Paphos","Cyprus","British / Cambridge / IGCSE / A-Levels","630","7.8","https://www.globeducate.com/our-schools/cyprus/the-international-school-of-paphos","https://www.paphosinternationalschool.com","",""
"FLIS0249","American Academy Larnaca","Larnaca","Cyprus","British / Cambridge / IGCSE / A-Levels","630","8.0","https://www.americanacademy.ac.cy/careers/","https://www.americanacademy.ac.cy","",""
"FLIS0250","The International School of Kuala Lumpur (ISKL)","Kuala Lumpur","Malaysia","US / AP / IB DP","2800","9.4","https://www.iskl.edu.my/careers","https://www.iskl.edu.my","",""
"FLIS0251","The International School of Penang (Uplands)","Penang","Malaysia","IB PYP / Cambridge IGCSE / IB DP","2250","8.7","https://www.uplands.org/careers-at-uplands/","https://www.uplands.org","",""
"FLIS0252","Stonyhurst International School Penang","Penang","Malaysia","British / Cambridge IGCSE / A-Levels","2050","8.4","https://www.stonyhurstpenang.edu.my/jointheteam/","https://www.stonyhurstpenang.edu.my","",""
"FLIS0253","Nexus International School Malaysia","Putrajaya","Malaysia","Early Years / IPC / IGCSE / IB DP","2750","8.6","https://www.nexus.edu.my/about-nexus/job-opportunities/","https://www.nexus.edu.my","Taylor's",""
"FLIS0254","American International School of Bucharest","Bucharest","Romania","IB PYP, IB MYP, IB DP","","","","","",""
"FLIS0255","American School of Warsaw","Warsaw","Poland","US Curriculum, IB DP","","","","","",""
"FLIS0256","International School of Stavanger","Stavanger","Norway","AP, IB DP, IGCSE","","","","","",""
"FLIS0257","Carlucci American International School of Lisbon","Lisbon","Portugal","US Curriculum, IB DP","","","","","",""
"FLIS0258","Anglo-American School of Sofia","Sofia","Bulgaria","US Curriculum,IB DP","","","","https://www.aas-sofia.org","",""
"FLIS0259","Taipei American School","Taipei","Taiwan","IB PYP,IB MYP,IB DP","","","https://www.tas.edu.tw/careers","https://www.aisz.hr","","asia"
"FLIS0260","International School of Belgrade","Belgrade","Serbia","IB PYP,IB MYP,IB DP","","","","https://www.isb.rs","",""
"FLIS0261","British International School Bratislava","Bratislava","Slovakia","UK National Curriculum,IGCSE,IB DP","","","","https://www.nordangliaeducation.com/bis-bratislava","",""
"FLIS0262","International School of Latvia","Riga","Latvia","IB PYP,IB MYP,IB DP","","","","https://www.isl.lv","",""
"FLIS0263","The American School Foundation Mexico City","Mexico City","Mexico","US Curriculum / IB Diploma / Mexican SEP Dual Diploma","","9.3","https://careers.asf.edu.mx/jobs","https://www.asf.edu.mx","",""
"FLIS0264","Haileybury Almaty","Almaty","Kazakhstan","British Curriculum / IGCSE / A-Levels","","9.2","https://www.haileybury.kz/en/almaty/about-us/vacancies","https://www.haileybury.kz/en/almaty","",""
"FLIS0265","American School of The Hague","The Hague","Netherlands","US Curriculum / AP / IB Diploma","","9.4","https://www.ash.nl/careers","https://www.ash.nl","",""
"FLIS0266","American School Foundation of Monterrey","Monterrey","Mexico","US Curriculum / AP Capstone / Mexican Bachillerato","","9.4","https://www.asfm.edu.mx/careers","https://www.asfm.edu.mx","",""
"FLIS0267","Greengates School","Mexico City","Mexico","British Curriculum / IGCSE / IB Diploma","","9.2","https://www.nordangliaeducation.com/careers","https://www.nordangliaeducation.com/greengates-mexico","",""
"FLIS0268","The American School of Guadalajara","Guadalajara","Mexico","US Common Core / AP / Mexican Bachillerato","","8.9","https://www.asg.edu.mx/careers","https://www.asg.edu.mx","",""
"FLIS0269","John F. Kennedy School Querétaro","Querétaro","Mexico","US Curriculum / IB Diploma / Mexican Bachillerato","","9","https://www.jfk.edu.mx/careers","https://www.jfk.edu.mx","",""
"FLIS0270","Colegio Nueva Granada","Bogotá","Colombia","US Curriculum / AP / Colombian Bachillerato","","9.3","https://www.cng.edu/careers","https://www.cng.edu","",""
"FLIS0271","Colegio Bolívar","Cali","Colombia","US Curriculum / AP / Colombian Bachillerato","","9","https://www.colegiobolivar.edu.co/careers","https://www.colegiobolivar.edu.co","",""
"FLIS0272","The English School Bogotá","Bogotá","Colombia","IB Continuum (PYP, MYP, DP)","","8.9","https://www.englishschool.edu.co/careers","https://www.englishschool.edu.co","",""
"FLIS0273","International School of The Hague","The Hague","Netherlands","IPC / IB MYP / IB Diploma","","9.2","https://www.ishthehague.nl/vacancies","https://www.ishthehague.nl","",""
"FLIS0274","Rotterdam International Secondary School","Rotterdam","Netherlands","IGCSE / IB Diploma","","8.9","https://riss.wolfert.nl/about-us/vacancies","https://riss.wolfert.nl","",""
"FLIS0275","International School Eindhoven","Eindhoven","Netherlands","IPC / IB MYP / IB Diploma","","9","https://isecampus.nl/about/vacancies","https://isecampus.nl","",""
"FLIS0276","American International School of Kuwait","Hawally","Kuwait","US Common Core / IB Diploma","","9.1","https://www.aiskuwait.org/careers","https://www.aiskuwait.org","",""
"FLIS0277","Universal American School Kuwait","Hawally","Kuwait","US Curriculum / AP","","8.7","https://www.uas.edu.kw/careers","https://www.uas.edu.kw","",""
"FLIS0278","New English School Kuwait","Jabriya","Kuwait","British Curriculum / IGCSE / A-Levels","","8.9","https://www.neskuwait.com/employment","https://www.neskuwait.com","",""
"FLIS0279","American School of Doha","Doha","Qatar","US Curriculum (AERO) / AP / IB Diploma","","9.5","https://www.asd.sch.qa/careers","https://www.asd.sch.qa","",""
"FLIS0280","Doha College","Doha","Qatar","British Curriculum / IGCSE / A-Levels","","9.5","https://www.dohacollege.com/careers","https://www.dohacollege.com","",""
"FLIS0281","Park House English School","Doha","Qatar","British Curriculum / IGCSE / A-Levels","","9","https://parkhouseschool.com/careers","https://parkhouseschool.com","",""
"FLIS0282","Saigon South International School","Ho Chi Minh City","Vietnam","US Curriculum / AP / IB Diploma","","9.5","https://www.ssis.edu.vn/careers","https://www.ssis.edu.vn","",""
"FLIS0283","Renaissance International School Saigon","Ho Chi Minh City","Vietnam","British Curriculum / IGCSE / IB Diploma","","8.9","https://www.renaissance.edu.vn/careers","https://www.renaissance.edu.vn","",""
"FLIS0284","Concordia International School Hanoi","Hanoi","Vietnam","US Curriculum / AP Capstone","","9.3","https://www.concordiahanoi.org/careers","https://www.concordiahanoi.org","",""
"FLIS0285","Korea International School","Seoul","South Korea","US Curriculum / AP / Applied Capstone","","9.5","https://www.kis.or.kr/careers","https://www.kis.or.kr","",""
"FLIS0286","Dwight School Seoul","Seoul","South Korea","IB World School (PYP, MYP, DP)","","9.2","https://www.dwight.or.kr/careers","https://www.dwight.or.kr","",""
"FLIS0287","Seoul International School","Seoul","South Korea","US Curriculum / AP","","9.4","https://siskorea.org/careers","https://siskorea.org","",""
"FLIS0288","Taipei European School","Taipei","Taiwan","British (IGCSE/A-Level), French (DNBF/BAC), German (Abitur), IB DP","","9.6","https://www.taipeieuropeanschool.com/careers","https://www.taipeieuropeanschool.com","",""
"FLIS0289","Istanbul International Community School","Istanbul","Turkey","IB Continuum (PYP, MYP, DP)","","9.4","https://www.iics.k12.tr/careers","https://www.iics.k12.tr","",""
"FLIS0290","Haileybury Astana","Astana","Kazakhstan","British Curriculum / IGCSE / IB Diploma","","9.3","https://www.haileybury.kz/en/astana/about-us/vacancies","https://www.haileybury.kz/en/astana","",""
"FLIS0291","American School of Dubai","Dubai","United Arab Emirates","US Common Core / AP / AP Capstone","","9.6","https://www.asdubai.org/work-at-asd-link","https://www.asdubai.org","",""
"FLIS0292","American Community School of Abu Dhabi","Abu Dhabi","United Arab Emirates","US Curriculum / AP / IB Diploma","","9.5","https://www.acs.sch.ae/join-us/careers","https://www.acs.sch.ae","",""
"FLIS0293","Dubai English Speaking College","Dubai","United Arab Emirates","British Curriculum / IGCSE / A-Levels / BTEC","","9.6","https://www.descdubai.com/vacancies","https://www.descdubai.com","",""
"FLIS0294","American International School Jeddah","Jeddah","Saudi Arabia","US Curriculum / AP","","9.1","https://www.aisj.edu.sa/careers","https://www.aisj.edu.sa","",""
"FLIS0295","American School Dhahran","Khobar","Saudi Arabia","US Curriculum / AP","","9.3","https://www.isg.edu.sa/careers","https://asd.isg.edu.sa","",""
"FLIS0296","British School Dhahran","Khobar","Saudi Arabia","British Curriculum / IGCSE / A-Levels","","9.4","https://www.isg.edu.sa/careers","https://bsd.isg.edu.sa","",""
"FLIS0297","Cairo American College","Cairo","Egypt","US Curriculum / IB Diploma","","9.5","https://www.cacegypt.org/index.php/working-at-cac","https://www.cacegypt.org","",""
"FLIS0298","American International School in Egypt","Cairo","Egypt","US Curriculum / IB Diploma","","8.9","https://www.aisegypt.com/careers","https://www.aisegypt.com","",""
"FLIS0299","King's Academy","Amman","Jordan","US Curriculum / Advanced Placement (AP)","","9.6","https://www.kingsacademy.edu.jo/about-us/careers","https://www.kingsacademy.edu.jo","",""
"FLIS0300","American Community School Amman","Amman","Jordan","US Common Core / AP","","9.2","https://www.acsamman.edu.jo/careers","https://www.acsamman.edu.jo","",""
"FLIS0301","American Community School Beirut","Beirut","Lebanon","US Curriculum / AP / IB Diploma","","9.4","https://www.acs.edu.lb/careers","https://www.acs.edu.lb","",""
"FLIS0302","International College Beirut","Beirut","Lebanon","IB Diploma / French Baccalauréat / Lebanese Baccalaureate","","9.5","https://www.ic.edu.lb/careers","https://www.ic.edu.lb","",""
"FLIS0303","Mesaieed International School","Mesaieed","Qatar","British Curriculum / IGCSE / A-Levels","","9.2","https://www.qatarenergy.qa/en/Careers/Pages/default.aspx","https://www.mis.qp.qa","",""
"FLIS0304","Dukhan English School","Dukhan","Qatar","British Curriculum / IGCSE / A-Levels","","9.1","https://www.qatarenergy.qa/en/Careers/Pages/default.aspx","https://www.des.qp.qa","",""
"FLIS0305","Oryx International School","Doha","Qatar","British Curriculum / IGCSE / A-Levels","","9.2","https://oryxschool.qa/careers","https://oryxschool.qa","",""
"FLIS0306","ACS International School Doha","Doha","Qatar","US Curriculum / AP / IB Diploma","","9.4","https://www.acs-schools.com/working-acs-doha","https://www.acs-schools.com/doha","",""
"FLIS0307","Sherborne Qatar","Al Shahaniya)","Qatar","British Curriculum / IGCSE / A-Levels","","9.4","https://www.sherborneqatar.org/careers","https://www.sherborneqatar.org","",""
"FLIS0308","King's College Doha","Doha","Qatar","British Curriculum / IGCSE / A-Levels","","9.2","https://www.kingscollegedoha.com/careers","https://www.kingscollegedoha.com","",""
"FLIS0309","Swiss International School Qatar","Doha","Qatar","IB Continuum (PYP, MYP, DP) / Bilingual English & French","","9.3","https://www.sisq.qa/careers","https://www.sisq.qa","",""
"FLIS0310","International School of London Qatar","Doha","Qatar","IB Continuum (PYP, MYP, DP)","","9.2","https://www.islqatar.org/careers","https://www.islqatar.org","",""
"FLIS0311","The British School Al Khubairat","Abu Dhabi","United Arab Emirates","British Curriculum / IGCSE / A-Levels / BTEC","","9.6","https://www.britishschool.sch.ae/vacancies","https://www.britishschool.sch.ae","",""
"FLIS0312","Sharjah English School","Sharjah","United Arab Emirates","British Curriculum / IGCSE / A-Levels","","9.3","https://www.sharjahenglishschool.org/vacancies","https://www.sharjahenglishschool.org","",""
"FLIS0313","Victoria International School of Sharjah","Tilal)","United Arab Emirates","Victorian Curriculum (Australia) / IB Diploma","","9.1","https://viss.ae/careers","https://viss.ae","",""
"FLIS0314","RAK Academy","Al Hamra)","United Arab Emirates","British Curriculum (IGCSE/A-Level) / IB Primary (PYP)","","8.8","https://rakacademy.org/careers","https://rakacademy.org","",""
"FLIS0315","Fujairah Private Academy","Fujairah","United Arab Emirates","British Curriculum / IGCSE / A-Levels","","8.7","https://fpa.sch.ae/careers","https://fpa.sch.ae","",""
"FLIS0316","Ajman Academy","Ajman","United Arab Emirates","IB PYP / British Secondary (IGCSE / A-Levels)","","8.8","https://ajmanacademy.com/careers","https://ajmanacademy.com","",""
"FLIS0317","Repton School Abu Dhabi","Abu Dhabi","United Arab Emirates","British Curriculum / IGCSE / A-Levels","","9.4","https://www.reptonabudhabi.org/careers","https://www.reptonabudhabi.org","",""
"FLIS0318","Dubai Schools Al Barsha","Dubai","United Arab Emirates","US","2000","7.9","https://careers.taaleem.ae","https://www.dubaischools-albarsha.ae","Taaleem",""
"FLIS0319","Dubai School Nad Al Sheba","Dubai","United Arab Emirates","US","2000","7.8","https://careers.taaleem.ae","https://www.dubaischools-nas.ae","Taaleem",""
"FLIS0320","Harrow International School Abu Dhabi","Abu Dhabi","United Arab Emirates","UK","2600","9.0","https://careers.taaleem.ae","https://careers.taaleem.ae","Taaleem",""
"FLIS0321","Dubai Schools Al Khawaneej","Dubai","United Arab Emirates","US","2000","7.9","https://careers.taaleem.ae","https://www.dubaischools-alkhawaneej.ae","Taaleem",""
"FLIS0322","Lycée Libanais Francophone Privé Meydan","Dubai","United Arab Emirates","French/IB","2100","8.3","https://careers.taaleem.ae","https://www.llfpm.com","Taaleem",""
"FLIS0323","Kings' School Dubai","Dubai","United Arab Emirates","British (NCfE / EYFS / Key Stage 1-2)","","Good","https://kings-edu.com/careers","https://kings-edu.com/dubai","Kings' Education","middle-east"
"FLIS0324","Kings' School Al Barsha","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels / IB)","","Good","https://kings-edu.com/careers","https://kings-edu.com/albarsha","Kings' Education","middle-east"
"FLIS0325","Kings' School Nad Al Sheba","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://kings-edu.com/careers","https://kings-edu.com/nadalsheba","Kings' Education","middle-east"
"FLIS0326","North London Collegiate School Dubai","Dubai","United Arab Emirates","IB (PYP / MYP / DP)","","Good","https://nlcsdubai.schoolrecruiter.com","https://nlcsdubai.ae","NLCS International","middle-east"
"FLIS0327","Brighton College Dubai","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://www.brightoncollegedubai.ae/about-us/vacancies","https://brightoncollegedubai.ae","Brighton College International","middle-east"
"FLIS0328","Royal Grammar School Guildford Dubai","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://www.rgsgdubai.ae/careers","https://rgsgdubai.ae","RGS Guildford International","middle-east"
"FLIS0329","Jumeirah College","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://www.gemseducation.com/Careers","https://gemsjc.com","GEMS Education","middle-east"
"FLIS0330","Dubai International Academy Emirates Hills","Dubai","United Arab Emirates","IB (PYP / MYP / DP)","","Good","https://www.innoventureseducation.com/careers","https://diadubai.com","Innoventures Education","middle-east"
"FLIS0331","GEMS Dubai American Academy","Dubai","United Arab Emirates","American (AERO / AP) / IB DP","","Good","https://www.gemseducation.com/Careers","https://gemsaa-dubai.com","GEMS Education","middle-east"
"FLIS0332","GEMS Wellington International School","Dubai","United Arab Emirates","British (NCfE / GCSE) / IB DP","","Good","https://www.gemseducation.com/Careers","https://wellingtoninternationalschool.com","GEMS Education","middle-east"
"FLIS0333","GEMS Wellington Academy Silicon Oasis","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels / IB)","","Good","https://www.gemseducation.com/Careers","https://wellingtonacademy-so.com","GEMS Education","middle-east"
"FLIS0334","GEMS Jumeirah Primary School","Dubai","United Arab Emirates","British (NCfE / EYFS / Key Stage 1-2)","","Good","https://www.gemseducation.com/Careers","https://jumeirahprimaryschool.com","GEMS Education","middle-east"
"FLIS0335","GEMS FirstPoint School","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels / BTEC)","","Good","https://www.gemseducation.com/Careers","https://gemsfirstpointschool-thevilla.com","GEMS Education","middle-east"
"FLIS0336","GEMS Founders School Al Barsha","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://www.gemseducation.com/Careers","https://gemsfoundersschool-dubai.com","GEMS Education","middle-east"
"FLIS0337","GEMS Metropole School Motor City","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://www.gemseducation.com/Careers","https://gemsmetropoleschool-motorcity.com","GEMS Education","middle-east"
"FLIS0338","GEMS Royal Dubai School","Dubai","United Arab Emirates","British (NCfE / EYFS / Key Stage 1-2)","","Good","https://www.gemseducation.com/Careers","https://royaldubaischool.com","GEMS Education","middle-east"
"FLIS0339","GEMS Winchester School Dubai","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://www.gemseducation.com/Careers","https://thewinchesterschool-dubai.com","GEMS Education","middle-east"
"FLIS0340","The Winchester School Jebel Ali","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://www.gemseducation.com/Careers","https://winchesterschool.com","GEMS Education","middle-east"
"FLIS0341","Jebel Ali School","Dubai","United Arab Emirates","British (NCfE / GCSE / A-Levels)","","Good","https://www.taaleem.ae/careers","https://jebelalischool.org","Taaleem","middle-east"
"FLIS0342","Greenfield International School","Dubai","United Arab Emirates","IB (PYP / MYP / DP / IBCP)","","Good","https://www.taaleem.ae/careers","https://gischool.ae","Taaleem","middle-east"
